"Name","season","seasonName","order","Week","Odds"
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,2,0.0252683689567684
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,2,0.0458999158973419
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,2,0.0221624877729717
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,2,0.0941223758238111
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,2,0.0762162450539931
"Jason Linden",39,"Survivor 39: Island of the Idols",15,2,0.023401157120787
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,2,0.0914878591386656
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,2,0.0329740791439204
"Vince Moua",39,"Survivor 39: Island of the Idols",18,2,0.0791019680728819
"Molly Byman",39,"Survivor 39: Island of the Idols",19,2,0.0234672556126305
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,2,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,3,0.126148974874372
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,3,0.0381448562441909
"Noura Salman",39,"Survivor 39: Island of the Idols",3,3,0.0148459550287265
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,3,0.0333550788399842
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,3,0.0393291457632325
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,3,0.0976317966373799
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,3,0.0395765755828285
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,3,0.0436209572754343
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,3,0.0498271092062743
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,3,0.0651032081362136
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,3,0.0197492700507459
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,3,0.014961994964913
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,3,0.141432373601001
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,3,0.0939212038725601
"Jason Linden",39,"Survivor 39: Island of the Idols",15,3,0.0219247900877529
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,3,0.0516503140828895
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,3,0.0613346222117358
"Vince Moua",39,"Survivor 39: Island of the Idols",18,3,0.0474417735397658
"Molly Byman",39,"Survivor 39: Island of the Idols",19,3,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,3,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,4,0.164643857121134
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,4,0.0341399130860768
"Noura Salman",39,"Survivor 39: Island of the Idols",3,4,0.0246727249404389
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,4,0.0378330354453665
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,4,0.0262603990211466
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,4,0.0452494780137584
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,4,0.0354262705867592
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,4,0.0606814721701201
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,4,0.0946872445044775
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,4,0.125760004405892
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,4,0.0231598436414034
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,4,0.0252801570448495
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,4,0.0732673021643036
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,4,0.0814185480621327
"Jason Linden",39,"Survivor 39: Island of the Idols",15,4,0.0283960336836876
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,4,0.0610089747762296
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,4,0.0581147413322242
"Vince Moua",39,"Survivor 39: Island of the Idols",18,4,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,4,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,4,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,5,0.256078959994642
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,5,0.0273207059172089
"Noura Salman",39,"Survivor 39: Island of the Idols",3,5,0.0137212844727869
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,5,0.0554125486389484
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,5,0.0202909699594662
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,5,0.0445035223825164
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,5,0.0460707130516519
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,5,0.0292797684984868
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,5,0.0544158189222087
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,5,0.201496554925352
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,5,0.0175327489639092
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,5,0.0213511925952316
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,5,0.0580078927282179
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,5,0.0637768424119339
"Jason Linden",39,"Survivor 39: Island of the Idols",15,5,0.0305853712835815
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,5,0.0601551052538576
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,5,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,5,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,5,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,5,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,6,0.240698304327521
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,6,0.017247680448108
"Noura Salman",39,"Survivor 39: Island of the Idols",3,6,0.0338869301932623
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,6,0.0417956229725523
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,6,0.0239199484417494
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,6,0.0555713481199244
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,6,0.0435307642283956
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,6,0.0189939942850725
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,6,0.0954609837288866
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,6,0.234924825552839
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,6,0.0260467586390084
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,6,0.0302238074615103
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,6,0.0391122996791054
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,6,0.0680573443933764
"Jason Linden",39,"Survivor 39: Island of the Idols",15,6,0.0305293875286876
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,6,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,6,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,6,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,6,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,6,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,7,0.233061554921521
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,7,0.0281543904771556
"Noura Salman",39,"Survivor 39: Island of the Idols",3,7,0.0354761685103162
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,7,0.0337927799316265
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,7,0.0275329558555218
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,7,0.072843081517349
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,7,0.0260666965799748
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,7,0.0228045288038375
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,7,0.0883892305549785
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,7,0.241671253510876
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,7,0.0413279680341346
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,7,0.0288846795068386
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,7,0.0435247100446382
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,7,0.0764700017512316
"Jason Linden",39,"Survivor 39: Island of the Idols",15,7,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,7,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,7,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,7,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,7,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,7,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,8,0.243295666322139
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,8,0.0335555218837471
"Noura Salman",39,"Survivor 39: Island of the Idols",3,8,0.0218619371190391
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,8,0.0462913507120897
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,8,0.046353874214428
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,8,0.0477427397460781
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,8,0.0350005986377568
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,8,0.0246006232082819
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,8,0.0598576292244242
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,8,0.282670437824408
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,8,0.0457663402625584
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,8,0.0282300442440042
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,8,0.0847732366010457
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,8,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,8,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,8,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,8,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,8,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,8,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,8,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,9,0.207994676700725
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,9,0.0287262534385533
"Noura Salman",39,"Survivor 39: Island of the Idols",3,9,0.00637982116533886
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,9,0.0261947950834265
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,9,0.0411219844520935
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,9,0.0753046340986243
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,9,0.0299385332770634
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,9,0.0082016524317631
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,9,0.20973008051889
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,9,0.322221905629705
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,9,0.018913156025634
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,9,0.0252725071781828
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,9,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,9,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,9,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,9,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,9,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,9,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,9,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,9,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,10,0.12019282464998
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,10,0.0362181307688207
"Noura Salman",39,"Survivor 39: Island of the Idols",3,10,0.0121168250395675
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,10,0.0264687924868103
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,10,0.288500031243007
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,10,0.0555256445228321
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,10,0.039878442934465
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,10,0.0138765093034911
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,10,0.119124270399211
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,10,0.2530334844186
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,10,0.0350650442332141
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,10,NA
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,10,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,10,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,10,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,10,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,10,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,10,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,10,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,10,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,11,0.209810977033719
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,11,0.0366680326056371
"Noura Salman",39,"Survivor 39: Island of the Idols",3,11,0.0258904886187237
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,11,0.0236398839370872
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,11,0.314292192657007
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,11,0.125646165657057
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,11,0.0834698815558898
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,11,0.0550093633876571
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,11,0.125573014547222
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,11,NA
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,11,NA
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,11,NA
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,11,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,11,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,11,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,11,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,11,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,11,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,11,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,11,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,12,0.255588815312939
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,12,0.0373301106537665
"Noura Salman",39,"Survivor 39: Island of the Idols",3,12,0.0196827512239684
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,12,0.0400099218369829
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,12,0.388686916876281
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,12,0.123074342074228
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,12,0.0688166763083237
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,12,0.0668104657135111
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,12,NA
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,12,NA
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,12,NA
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,12,NA
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,12,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,12,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,12,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,12,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,12,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,12,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,12,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,12,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,13,0.169062991624367
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,13,0.0554864443088578
"Noura Salman",39,"Survivor 39: Island of the Idols",3,13,0.0392450680955019
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,13,0.046223282573512
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,13,0.397717107702952
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,13,0.149326081836641
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,13,0.142939023858168
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,13,NA
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,13,NA
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,13,NA
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,13,NA
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,13,NA
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,13,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,13,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,13,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,13,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,13,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,13,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,13,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,13,NA
"Tommy Sheehan",39,"Survivor 39: Island of the Idols",1,14,0.256450287000066
"Dean Kowalski",39,"Survivor 39: Island of the Idols",2,14,0.140402629763279
"Noura Salman",39,"Survivor 39: Island of the Idols",3,14,0.0324650781301106
"Lauren Beck",39,"Survivor 39: Island of the Idols",4,14,0.0269679541521908
"Janet Carbin",39,"Survivor 39: Island of the Idols",5,14,0.543714050954353
"Dan Spilo",39,"Survivor 39: Island of the Idols",6,14,NA
"Elaine Stott",39,"Survivor 39: Island of the Idols",7,14,NA
"Karishma Patel",39,"Survivor 39: Island of the Idols",8,14,NA
"Elizabeth Beisel",39,"Survivor 39: Island of the Idols",9,14,NA
"Missy Byrd",39,"Survivor 39: Island of the Idols",10,14,NA
"Aaron Meredith",39,"Survivor 39: Island of the Idols",11,14,NA
"Jamal Shipman",39,"Survivor 39: Island of the Idols",12,14,NA
"Kellee Kim",39,"Survivor 39: Island of the Idols",13,14,NA
"Jack Nichting",39,"Survivor 39: Island of the Idols",14,14,NA
"Jason Linden",39,"Survivor 39: Island of the Idols",15,14,NA
"Tom Laidlaw",39,"Survivor 39: Island of the Idols",16,14,NA
"Chelsea Walker",39,"Survivor 39: Island of the Idols",17,14,NA
"Vince Moua",39,"Survivor 39: Island of the Idols",18,14,NA
"Molly Byman",39,"Survivor 39: Island of the Idols",19,14,NA
"Ronnie Bardah",39,"Survivor 39: Island of the Idols",20,14,NA
"Tony Vlachos",40,"Survivor 40: Winners at War",1,2,0.0858093852472262
"Natalie Anderson",40,"Survivor 40: Winners at War",2,2,0.00366451860760374
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,2,0.0545604579721227
"Sarah Lacina",40,"Survivor 40: Winners at War",4,2,0.0545604579721227
"Ben Driebergen",40,"Survivor 40: Winners at War",5,2,0.0216639918565698
"Denise Stapley",40,"Survivor 40: Winners at War",6,2,0.0571053235043266
"Nick Wilson",40,"Survivor 40: Winners at War",7,2,0.0308805405076737
"Jeremy Collins",40,"Survivor 40: Winners at War",8,2,0.0143098424960783
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,2,0.0571053235043266
"Sophie Clarke",40,"Survivor 40: Winners at War",10,2,0.0359038869154442
"Tyson Apostol",40,"Survivor 40: Winners at War",11,2,0.0994708332739465
"Adam Klein",40,"Survivor 40: Winners at War",12,2,0.0216590934523866
"Wendell Holland",40,"Survivor 40: Winners at War",13,2,0.0143098424960783
"Yul Kwon",40,"Survivor 40: Winners at War",14,2,0.0811124186277016
"Parvati Shallow",40,"Survivor 40: Winners at War",15,2,0.0549477483350012
"Rob 'Boston Rob' Mariano",40,"Survivor 40: Winners at War",16,2,0.0811124186277016
"Ethan Zohn",40,"Survivor 40: Winners at War",17,2,0.0994708332739465
"Danni Boatwright",40,"Survivor 40: Winners at War",18,2,0.0571053235043266
"Amber Mariano",40,"Survivor 40: Winners at War",19,2,0.00769503136875058
"Sandra Diaz-Twine",40,"Survivor 40: Winners at War",20,2,0.0675527284566658
"Tony Vlachos",40,"Survivor 40: Winners at War",1,3,0.0389231483795483
"Natalie Anderson",40,"Survivor 40: Winners at War",2,3,0.00305873339892974
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,3,0.0455161620355866
"Sarah Lacina",40,"Survivor 40: Winners at War",4,3,0.0947413598141511
"Ben Driebergen",40,"Survivor 40: Winners at War",5,3,0.0047106108593419
"Denise Stapley",40,"Survivor 40: Winners at War",6,3,0.0307401923606829
"Nick Wilson",40,"Survivor 40: Winners at War",7,3,0.0789179675176714
"Jeremy Collins",40,"Survivor 40: Winners at War",8,3,0.00233096010651027
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,3,0.0301877680953097
"Sophie Clarke",40,"Survivor 40: Winners at War",10,3,0.0618344425168934
"Tyson Apostol",40,"Survivor 40: Winners at War",11,3,0.0751471201979672
"Adam Klein",40,"Survivor 40: Winners at War",12,3,0.0167728663112786
"Wendell Holland",40,"Survivor 40: Winners at War",13,3,0.0560037704220248
"Yul Kwon",40,"Survivor 40: Winners at War",14,3,0.178043398866688
"Parvati Shallow",40,"Survivor 40: Winners at War",15,3,0.0514189878745732
"Rob 'Boston Rob' Mariano",40,"Survivor 40: Winners at War",16,3,0.0792630609963957
"Ethan Zohn",40,"Survivor 40: Winners at War",17,3,0.0548093931215581
"Danni Boatwright",40,"Survivor 40: Winners at War",18,3,0.000540380654375898
"Amber Mariano",40,"Survivor 40: Winners at War",19,3,0.011527076217023
"Sandra Diaz-Twine",40,"Survivor 40: Winners at War",20,3,0.0855126002534904
"Tony Vlachos",40,"Survivor 40: Winners at War",1,4,0.0436826234708965
"Natalie Anderson",40,"Survivor 40: Winners at War",2,4,0.0129625742141271
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,4,0.0794565791233273
"Sarah Lacina",40,"Survivor 40: Winners at War",4,4,0.0594965565363121
"Ben Driebergen",40,"Survivor 40: Winners at War",5,4,0.0033068100342233
"Denise Stapley",40,"Survivor 40: Winners at War",6,4,0.0424491826461739
"Nick Wilson",40,"Survivor 40: Winners at War",7,4,0.0278533158719682
"Jeremy Collins",40,"Survivor 40: Winners at War",8,4,0.0101067779925758
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,4,0.053165508070713
"Sophie Clarke",40,"Survivor 40: Winners at War",10,4,0.0770307757744943
"Tyson Apostol",40,"Survivor 40: Winners at War",11,4,0.186148651471153
"Adam Klein",40,"Survivor 40: Winners at War",12,4,0.0061862767855699
"Wendell Holland",40,"Survivor 40: Winners at War",13,4,0.0195984118831796
"Yul Kwon",40,"Survivor 40: Winners at War",14,4,0.109437664526594
"Parvati Shallow",40,"Survivor 40: Winners at War",15,4,0.0363665277308419
"Rob 'Boston Rob' Mariano",40,"Survivor 40: Winners at War",16,4,0.122276802394349
"Ethan Zohn",40,"Survivor 40: Winners at War",17,4,0.00704589337812072
"Danni Boatwright",40,"Survivor 40: Winners at War",18,4,0.00895358119938807
"Amber Mariano",40,"Survivor 40: Winners at War",19,4,0.0169832315138972
"Sandra Diaz-Twine",40,"Survivor 40: Winners at War",20,4,0.0774922553820957
"Tony Vlachos",40,"Survivor 40: Winners at War",1,5,0.0272102075878049
"Natalie Anderson",40,"Survivor 40: Winners at War",2,5,0.0175211736753736
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,5,0.0770402894821413
"Sarah Lacina",40,"Survivor 40: Winners at War",4,5,0.0432427536812676
"Ben Driebergen",40,"Survivor 40: Winners at War",5,5,0.0204059865855768
"Denise Stapley",40,"Survivor 40: Winners at War",6,5,0.0630051310398372
"Nick Wilson",40,"Survivor 40: Winners at War",7,5,0.0199894712249427
"Jeremy Collins",40,"Survivor 40: Winners at War",8,5,0.0218311216876273
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,5,0.0690068809061686
"Sophie Clarke",40,"Survivor 40: Winners at War",10,5,0.0742045605194502
"Tyson Apostol",40,"Survivor 40: Winners at War",11,5,0.0144743526946599
"Adam Klein",40,"Survivor 40: Winners at War",12,5,0.0191295887519054
"Wendell Holland",40,"Survivor 40: Winners at War",13,5,0.0303940721814216
"Yul Kwon",40,"Survivor 40: Winners at War",14,5,0.130574804354734
"Parvati Shallow",40,"Survivor 40: Winners at War",15,5,0.0784592082045727
"Rob 'Boston Rob' Mariano",40,"Survivor 40: Winners at War",16,5,0.156404561600922
"Ethan Zohn",40,"Survivor 40: Winners at War",17,5,0.0141988144623179
"Danni Boatwright",40,"Survivor 40: Winners at War",18,5,0.0120032281111917
"Amber Mariano",40,"Survivor 40: Winners at War",19,5,0.0208813216495484
"Sandra Diaz-Twine",40,"Survivor 40: Winners at War",20,5,0.0900224715985365
"Tony Vlachos",40,"Survivor 40: Winners at War",1,6,0.0186249046361651
"Natalie Anderson",40,"Survivor 40: Winners at War",2,6,0.0207326792472624
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,6,0.100874578606606
"Sarah Lacina",40,"Survivor 40: Winners at War",4,6,0.0435224025177123
"Ben Driebergen",40,"Survivor 40: Winners at War",5,6,0.0438278779243379
"Denise Stapley",40,"Survivor 40: Winners at War",6,6,0.0928197149425366
"Nick Wilson",40,"Survivor 40: Winners at War",7,6,0.0379141258719175
"Jeremy Collins",40,"Survivor 40: Winners at War",8,6,0.0207281519641988
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,6,0.114810870121577
"Sophie Clarke",40,"Survivor 40: Winners at War",10,6,0.0573496148583659
"Tyson Apostol",40,"Survivor 40: Winners at War",11,6,0.0168532782386674
"Adam Klein",40,"Survivor 40: Winners at War",12,6,0.0512239135578494
"Wendell Holland",40,"Survivor 40: Winners at War",13,6,0.0212204346294389
"Yul Kwon",40,"Survivor 40: Winners at War",14,6,0.0590140757159248
"Parvati Shallow",40,"Survivor 40: Winners at War",15,6,0.0974674032495799
"Rob 'Boston Rob' Mariano",40,"Survivor 40: Winners at War",16,6,0.0215702283615193
"Ethan Zohn",40,"Survivor 40: Winners at War",17,6,0.0240014963075037
"Danni Boatwright",40,"Survivor 40: Winners at War",18,6,0.0185190772299931
"Amber Mariano",40,"Survivor 40: Winners at War",19,6,0.0227261994695604
"Sandra Diaz-Twine",40,"Survivor 40: Winners at War",20,6,0.116198972549284
"Tony Vlachos",40,"Survivor 40: Winners at War",1,7,0.013922107564636
"Natalie Anderson",40,"Survivor 40: Winners at War",2,7,0.0247627368943146
"Michele Fitzgerald",40,"Survivor 40: Winners at War",3,7,0.0856055939513749
"Sarah Lacina",40,"Survivor 40: Winners at War",4,7,0.0867152625603843
"Ben Driebergen",40,"Survivor 40: Winners at War",5,7,0.075029391280553
"Denise Stapley",40,"Survivor 40: Winners at War",6,7,0.0703693524769062
"Nick Wilson",40,"Survivor 40: Winners at War",7,7,0.0253542054899904
"Jeremy Collins",40,"Survivor 40: Winners at War",8,7,0.0346577862422334
"Kim Spradlin-Wolfe",40,"Survivor 40: Winners at War",9,7,0.1231214250556
"Sophie Clarke",40,"Survivor 40: Winners at War",10,7,0.0793171170561044
"Tyson Apostol",40,"Survivor 40: Winners at War",11,7,0.032035239215109
"Adam Klein",40,"Survivor 40: Winners at War",12,7,0.0403842661073337
